City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3hrs),Snow inches (last 3hrs)
226,Dongsheng,CN,2020-03-20 23:11:11,39.82,109.98,36.99,58,89,16.42,['overcast clouds'],0.0,0.0
227,Mareeba,AU,2020-03-20 23:11:11,-17.0,145.43,82.0,74,5,10.29,['clear sky'],0.0,0.0
228,Egvekinot,RU,2020-03-20 23:11:11,66.32,-179.17,-3.15,97,100,4.54,['overcast clouds'],0.0,0.0
229,Avera,US,2020-03-20 23:11:11,33.19,-82.53,84.2,45,1,10.29,['clear sky'],0.0,0.0
230,Male,MV,2020-03-20 23:11:12,4.17,73.51,82.4,88,75,2.24,['broken clouds'],0.0,0.0
231,Jiangyou,CN,2020-03-20 23:11:12,31.77,104.72,51.75,56,31,3.49,['scattered clouds'],0.0,0.0
232,Seoul,KR,2020-03-20 23:11:08,37.57,126.98,50.0,66,90,1.12,['overcast clouds'],0.0,0.0
233,Lompoc,US,2020-03-20 23:08:01,34.64,-120.46,60.01,62,90,12.75,['overcast clouds'],0.0,0.0
234,Mecca,SA,2020-03-20 23:09:41,21.43,39.83,65.43,22,0,2.42,['clear sky'],0.0,0.0
235,Tiksi,RU,2020-03-20 23:11:12,71.69,128.87,-13.41,85,43,13.71,['scattered clouds'],0.0,0.0
236,Grindavik,IS,2020-03-20 23:11:12,63.84,-22.43,37.4,100,90,10.29,['overcast clouds'],0.0,0.0
237,Santa Rosa,PH,2020-03-20 23:11:12,14.31,121.11,79.0,74,20,4.7,['few clouds'],0.0,0.0
238,Tokur,RU,2020-03-20 23:11:13,53.13,132.9,15.21,87,94,1.86,['overcast clouds'],0.0,0.0
239,Victor Harbor,AU,2020-03-20 23:11:13,-35.57,138.62,64.0,72,40,4.7,['scattered clouds'],0.0,0.0
240,Kokopo,PG,2020-03-20 23:11:13,-4.35,152.26,83.25,73,74,5.12,['broken clouds'],0.0,0.0
241,Straseni,MD,2020-03-20 23:11:13,47.14,28.61,53.01,62,95,1.12,['overcast clouds'],0.0,0.0
242,Tazovskiy,RU,2020-03-20 23:11:13,67.47,78.7,4.77,95,100,12.01,['light snow'],0.0,1.12
243,Coihaique,CL,2020-03-20 23:07:03,-45.58,-72.07,60.8,72,75,5.82,['broken clouds'],0.0,0.0
244,Lebu,CL,2020-03-20 23:11:13,-37.62,-73.65,52.65,98,8,1.92,['clear sky'],0.0,0.0
245,Severo-Yeniseyskiy,RU,2020-03-20 23:11:13,60.37,93.04,22.23,96,100,4.0,['light snow'],0.0,0.56
246,Hualmay,PE,2020-03-20 23:11:13,-11.1,-77.61,71.73,76,96,3.31,['overcast clouds'],0.0,0.0
247,Yerbogachen,RU,2020-03-20 23:07:13,61.28,108.01,14.67,95,99,7.36,['overcast clouds'],0.0,0.0
248,Maceio,BR,2020-03-20 23:11:14,-9.67,-35.74,78.8,88,100,9.17,['overcast clouds'],0.0,0.0
249,Aurillac,FR,2020-03-20 23:11:14,44.92,2.45,50.0,65,49,5.82,['scattered clouds'],0.0,0.0
250,Vila Do Maio,CV,2020-03-20 23:11:14,15.13,-23.22,71.6,64,20,13.87,['few clouds'],0.0,0.0
251,Goderich,CA,2020-03-20 23:11:14,43.75,-81.72,30.0,86,100,31.0,['overcast clouds'],0.0,0.0
252,Klaksvik,FO,2020-03-20 23:11:14,62.23,-6.59,41.0,80,97,16.11,['overcast clouds'],0.0,0.0
253,Moroto,UG,2020-03-20 23:11:14,2.53,34.67,72.45,69,30,4.14,['scattered clouds'],0.0,0.0
254,Codrington,AU,2020-03-20 23:11:14,-38.27,141.97,57.15,73,88,12.19,['overcast clouds'],0.0,0.0
255,Manga,BF,2020-03-20 23:11:15,11.66,-1.07,89.19,39,100,6.85,['overcast clouds'],0.0,0.0
256,Medina,SA,2020-03-20 23:10:42,24.47,39.61,71.6,19,0,4.7,['clear sky'],0.0,0.0
257,Yar-Sale,RU,2020-03-20 23:11:15,66.83,70.83,-3.69,99,75,6.33,['broken clouds'],0.0,0.0
258,Ishigaki,JP,2020-03-20 23:11:15,24.34,124.16,73.4,94,75,9.17,['broken clouds'],0.0,0.0
259,Togur,RU,2020-03-20 23:11:15,58.36,82.83,30.33,92,100,10.27,['light snow'],0.0,0.44
260,Yamada,JP,2020-03-20 23:11:15,39.47,141.95,49.59,50,0,11.18,['clear sky'],0.0,0.0
261,Kidal,ML,2020-03-20 23:11:15,18.44,1.41,84.15,14,83,14.5,['broken clouds'],0.0,0.0
262,Upata,VE,2020-03-20 23:11:15,8.01,-62.4,76.95,62,81,7.38,['broken clouds'],0.0,0.0
263,Lodeynoye Pole,RU,2020-03-20 23:09:03,60.73,33.55,20.43,80,33,2.86,['scattered clouds'],0.0,0.0
264,Niquero,CU,2020-03-20 23:11:16,20.04,-77.58,73.17,77,9,4.85,['clear sky'],0.0,0.0
265,Pevek,RU,2020-03-20 23:11:16,69.7,170.31,-10.17,89,65,11.34,['broken clouds'],0.0,0.0
266,Kysyl-Syr,RU,2020-03-20 23:11:16,63.9,122.76,19.71,95,100,8.57,['light snow'],0.0,0.69
267,Mogocha,RU,2020-03-20 23:11:16,53.73,119.77,13.95,76,90,1.95,['overcast clouds'],0.0,0.0
268,Tuatapere,NZ,2020-03-20 23:11:16,-46.13,167.68,51.01,90,100,7.0,['light rain'],1.69,0.0
269,Port Hardy,CA,2020-03-20 23:11:16,50.7,-127.42,48.2,76,5,5.82,['clear sky'],0.0,0.0
270,Yinchuan,CN,2020-03-20 23:11:17,38.47,106.27,52.11,27,57,5.03,['broken clouds'],0.0,0.0
271,Lingao,CN,2020-03-20 23:11:17,19.91,109.69,73.71,90,100,7.14,['overcast clouds'],0.0,0.0
272,Saint-Pierre,RE,2020-03-20 23:11:17,-21.34,55.48,71.6,64,39,8.05,['scattered clouds'],0.0,0.0
273,Pacific Grove,US,2020-03-20 23:11:17,36.62,-121.92,63.0,51,1,11.41,['clear sky'],0.0,0.0
274,Uribia,CO,2020-03-20 23:11:17,11.71,-72.27,81.27,57,7,10.98,['clear sky'],0.0,0.0
275,Talnakh,RU,2020-03-20 23:11:17,69.49,88.4,-4.0,76,56,15.66,['broken clouds'],0.0,0.0
276,Nykoping,SE,2020-03-20 23:11:17,58.75,17.01,28.4,86,0,3.36,['clear sky'],0.0,0.0
277,Ryotsu,JP,2020-03-20 23:11:18,38.08,138.43,51.8,76,10,4.7,['clear sky'],0.0,0.0
278,Balingasay,PH,2020-03-20 23:11:18,16.36,119.86,78.93,79,0,16.6,['clear sky'],0.0,0.0
279,Vodnyy,RU,2020-03-20 23:11:18,63.5,53.41,13.23,95,66,3.18,['light snow'],0.0,1.37
280,Mossendjo,CG,2020-03-20 23:11:18,-2.95,12.73,68.67,98,100,0.27,['overcast clouds'],0.0,0.0
281,Batticaloa,LK,2020-03-20 23:11:18,7.71,81.69,69.57,91,87,1.63,['overcast clouds'],0.0,0.0
282,Ahuimanu,US,2020-03-20 23:11:18,21.44,-157.84,80.6,78,75,6.93,['broken clouds'],0.0,0.0
283,Sovetskiy,RU,2020-03-20 23:11:18,61.36,63.58,18.27,73,48,4.34,['scattered clouds'],0.0,0.0
284,Andenes,NO,2020-03-20 23:11:18,69.31,16.12,28.4,63,96,19.46,['light snow'],0.0,0.38
285,Bairiki,KI,2020-03-20 23:11:18,1.33,172.98,86.0,74,20,9.17,['few clouds'],0.0,0.0
286,Dwarka,IN,2020-03-20 23:11:19,22.24,68.97,75.15,84,3,10.42,['clear sky'],0.0,0.0
287,Wageningen,NL,2020-03-20 23:07:51,51.97,5.67,43.0,86,31,4.7,['scattered clouds'],0.0,0.0
288,Axim,GH,2020-03-20 23:11:19,4.87,-2.24,79.29,89,63,3.51,['broken clouds'],0.0,0.0
289,Slave Lake,CA,2020-03-20 23:11:19,55.28,-114.77,23.0,62,1,4.7,['clear sky'],0.0,0.0
290,Chara,RU,2020-03-20 23:11:19,56.91,118.26,4.23,66,89,1.74,['overcast clouds'],0.0,0.0
291,Torbay,CA,2020-03-20 23:11:19,47.67,-52.73,32.0,86,90,32.21,['light snow'],0.0,0.0
292,Cabo San Lucas,MX,2020-03-20 23:11:19,22.89,-109.91,77.0,47,40,12.75,['scattered clouds'],0.0,0.0
293,Teya,RU,2020-03-20 23:11:20,60.38,92.63,22.41,97,100,4.27,['light snow'],0.0,0.5
294,Kaitangata,NZ,2020-03-20 23:11:20,-46.28,169.85,51.01,88,100,1.99,['light rain'],0.75,0.0
295,Vao,NC,2020-03-20 23:11:20,-22.67,167.48,77.13,76,6,17.54,['light rain'],0.5,0.0
296,Puksoozero,RU,2020-03-20 23:11:20,62.59,40.61,16.47,94,46,6.17,['light snow'],0.0,0.19
297,Preobrazheniye,RU,2020-03-20 23:11:20,42.9,133.91,41.49,56,25,7.78,['scattered clouds'],0.0,0.0
298,North Platte,US,2020-03-20 23:08:08,41.12,-100.77,32.0,46,90,3.36,['overcast clouds'],0.0,0.0
299,Huarmey,PE,2020-03-20 23:11:20,-10.07,-78.15,73.17,71,100,4.5,['overcast clouds'],0.0,0.0
300,Lavrentiya,RU,2020-03-20 23:11:21,65.58,-171.0,26.91,82,45,20.45,['scattered clouds'],0.0,0.0
301,Coffs Harbour,AU,2020-03-20 23:10:38,-30.3,153.13,77.0,73,0,16.11,['clear sky'],0.0,0.0
302,Ust-Kuyga,RU,2020-03-20 23:11:21,70.02,135.6,-9.99,77,18,3.44,['few clouds'],0.0,0.0
303,Storforshei,NO,2020-03-20 23:11:21,66.4,14.52,8.37,97,91,3.27,['light snow'],0.0,0.31
304,Alofi,NU,2020-03-20 23:11:21,-19.06,-169.92,84.2,74,75,5.82,['broken clouds'],0.0,0.0
305,Yumen,CN,2020-03-20 23:11:21,40.28,97.2,41.13,62,93,14.05,['overcast clouds'],0.0,0.0
306,Norman Wells,CA,2020-03-20 23:11:21,65.28,-126.83,39.2,60,90,18.34,['overcast clouds'],0.0,0.0
307,Nueve De Julio,AR,2020-03-20 23:11:21,-35.44,-60.88,73.99,48,0,1.99,['clear sky'],0.0,0.0
308,Maryborough,AU,2020-03-20 23:11:22,-25.53,152.7,83.79,53,0,0.78,['clear sky'],0.0,0.0
309,Letlhakane,BW,2020-03-20 23:11:22,-21.42,25.58,71.19,48,33,5.66,['scattered clouds'],0.0,0.0
310,Altay,CN,2020-03-20 23:11:22,47.87,88.12,18.27,36,0,3.69,['clear sky'],0.0,0.0
311,Bordighera,IT,2020-03-20 23:11:22,43.78,7.66,51.8,76,20,8.05,['few clouds'],0.0,0.0
312,Walvis Bay,NA,2020-03-20 23:11:22,-22.96,14.51,59.0,93,1,2.24,['clear sky'],0.0,0.0
313,Vallenar,CL,2020-03-20 23:11:22,-28.57,-70.76,53.19,95,0,3.65,['clear sky'],0.0,0.0
314,Haapiti,PF,2020-03-20 23:11:22,-17.57,-149.87,87.8,70,75,8.05,['broken clouds'],0.0,0.0
315,Falun,SE,2020-03-20 23:10:02,60.6,15.63,30.0,63,10,6.93,['clear sky'],0.0,0.0
316,Ucluelet,CA,2020-03-20 23:10:28,48.93,-125.55,63.0,71,20,10.29,['few clouds'],0.0,0.0
317,Corrales,US,2020-03-20 23:10:52,35.24,-106.61,59.0,28,75,20.8,['shower rain'],0.0,0.0
318,Namatanai,PG,2020-03-20 23:11:23,-3.67,152.43,84.15,70,75,7.27,['broken clouds'],0.0,0.0
319,Vyazma,RU,2020-03-20 23:11:23,55.21,34.3,32.13,88,80,3.87,['broken clouds'],0.0,0.0
320,Sangar,RU,2020-03-20 23:11:23,63.92,127.47,8.55,93,100,11.74,['light snow'],0.0,0.63
321,Kaabong,UG,2020-03-20 23:11:23,3.48,34.15,69.21,75,37,11.95,['scattered clouds'],0.0,0.0
322,Labuan,MY,2020-03-20 23:11:23,5.28,115.24,78.8,94,75,1.12,['broken clouds'],0.0,0.0
323,Bowen,AU,2020-03-20 23:10:36,-20.02,148.23,82.99,83,2,10.29,['clear sky'],0.0,0.0
324,Naduvattam,IN,2020-03-20 23:11:23,11.48,76.57,63.63,78,95,1.99,['overcast clouds'],0.0,0.0
325,Takoradi,GH,2020-03-20 23:08:03,4.88,-1.76,79.29,89,63,3.51,['broken clouds'],0.0,0.0
326,Shimoda,JP,2020-03-20 23:11:24,34.67,138.95,53.01,59,0,25.17,['clear sky'],0.0,0.0
327,Kathu,TH,2020-03-20 23:11:24,7.92,98.33,75.2,88,20,2.24,['few clouds'],0.0,0.0
328,Constitucion,CL,2020-03-20 23:11:24,-35.33,-72.42,54.09,92,0,5.95,['clear sky'],0.0,0.0
329,Kaeo,NZ,2020-03-20 23:11:24,-35.1,173.78,70.0,73,99,1.99,['overcast clouds'],0.0,0.0
330,Whitehorse,CA,2020-03-20 23:08:42,60.72,-135.05,37.4,51,75,14.99,['broken clouds'],0.0,0.0
331,Nouadhibou,MR,2020-03-20 23:11:24,20.93,-17.03,66.2,72,29,20.8,['scattered clouds'],0.0,0.0
332,Sucua,EC,2020-03-20 23:11:25,-2.47,-78.17,75.2,73,75,10.29,['broken clouds'],0.0,0.0
333,Emerald,AU,2020-03-20 23:06:25,-23.53,148.17,77.0,73,0,5.82,['clear sky'],0.0,0.0
334,Taltal,CL,2020-03-20 23:11:25,-25.4,-70.48,59.13,87,0,1.97,['clear sky'],0.0,0.0
335,Victoria,HK,2020-03-20 23:09:58,22.29,114.16,73.0,94,40,13.87,['scattered clouds'],0.0,0.0
336,Djambala,CG,2020-03-20 23:11:25,-2.54,14.75,67.23,95,100,2.8,['overcast clouds'],0.0,0.0
337,Bathsheba,BB,2020-03-20 23:11:25,13.22,-59.52,78.8,74,40,16.11,['scattered clouds'],0.0,0.0
338,Kloulklubed,PW,2020-03-20 23:11:25,7.04,134.26,80.6,83,75,8.05,['broken clouds'],0.0,0.0
339,Kavieng,PG,2020-03-20 23:11:26,-2.57,150.8,84.33,70,97,6.51,['overcast clouds'],0.0,0.0
340,Deputatskiy,RU,2020-03-20 23:11:26,69.3,139.9,-8.91,85,0,3.04,['clear sky'],0.0,0.0
341,Pereslavl-Zalesskiy,RU,2020-03-20 23:11:26,56.74,38.86,26.91,84,35,8.99,['scattered clouds'],0.0,0.0
342,Dalbandin,PK,2020-03-20 23:11:26,28.89,64.41,67.95,32,9,6.53,['clear sky'],0.0,0.0
343,Pisco,PE,2020-03-20 23:11:26,-13.7,-76.22,73.99,30,40,8.05,['scattered clouds'],0.0,0.0
344,Gat,IL,2020-03-20 23:11:26,31.61,34.76,50.0,87,75,3.36,['light rain'],0.0,0.0
345,Mahebourg,MU,2020-03-20 23:11:26,-20.41,57.7,73.0,88,20,3.36,['few clouds'],0.0,0.0
346,Bend,US,2020-03-20 23:08:18,44.06,-121.32,61.0,22,1,6.93,['clear sky'],0.0,0.0
347,Balakhonovskoye,RU,2020-03-20 23:11:27,44.78,41.78,42.8,70,40,11.18,['scattered clouds'],0.0,0.0
348,Pozo Colorado,PY,2020-03-20 23:11:27,-23.49,-58.8,71.73,39,0,4.56,['clear sky'],0.0,0.0
349,Reshetylivka,UA,2020-03-20 23:11:27,49.56,34.08,41.13,59,82,0.89,['broken clouds'],0.0,0.0
350,Tumbi,TZ,2020-03-20 23:11:27,-5.07,32.73,64.17,97,0,3.69,['clear sky'],0.0,0.0
351,Weihai,CN,2020-03-20 23:11:27,37.5,122.11,47.79,61,17,11.03,['few clouds'],0.0,0.0
352,Laredo,US,2020-03-20 23:11:27,27.51,-99.51,66.2,88,90,17.22,['overcast clouds'],0.0,0.0
353,Tarko-Sale,RU,2020-03-20 23:11:28,64.92,77.78,21.99,88,92,10.78,['light snow'],0.0,0.56
354,Nadvoitsy,RU,2020-03-20 23:11:28,63.87,34.32,12.69,94,44,5.08,['scattered clouds'],0.0,0.0
355,Nakasongola,UG,2020-03-20 23:11:28,1.31,32.46,69.21,90,86,5.17,['light rain'],2.69,0.0
356,Belyy Yar,RU,2020-03-20 23:11:28,53.6,91.39,35.6,51,100,11.18,['overcast clouds'],0.0,0.0
357,Laplace,US,2020-03-20 23:09:22,30.07,-90.48,82.99,74,75,9.17,['broken clouds'],0.0,0.0
358,Amontada,BR,2020-03-20 23:11:28,-3.36,-39.83,74.43,95,100,1.32,['overcast clouds'],0.0,0.0
359,Zonguldak,TR,2020-03-20 23:11:29,41.25,31.83,28.35,92,61,3.58,['broken clouds'],0.0,0.0
360,Radom,PL,2020-03-20 23:11:29,51.4,21.15,45.0,81,100,1.99,['overcast clouds'],0.0,0.0
361,North Bend,US,2020-03-20 23:11:29,43.41,-124.22,60.01,66,1,13.87,['clear sky'],0.0,0.0
362,Caravelas,BR,2020-03-20 23:11:29,-17.71,-39.25,82.17,85,23,21.34,['few clouds'],0.0,0.0
363,Rio Verde De Mato Grosso,BR,2020-03-20 23:11:29,-18.92,-54.84,73.89,95,100,2.44,['overcast clouds'],0.0,0.0
364,Magistralnyy,RU,2020-03-20 23:11:29,56.17,107.45,20.97,89,100,7.78,['light snow'],0.0,0.38
365,Haines Junction,CA,2020-03-20 23:11:29,60.75,-137.51,27.99,83,95,3.22,['light snow'],0.0,0.31
366,Samarai,PG,2020-03-20 23:11:29,-10.62,150.67,85.23,66,15,4.83,['few clouds'],0.0,0.0
367,Nara,JP,2020-03-20 23:11:29,34.69,135.8,51.8,71,0,5.82,['clear sky'],0.0,0.0
368,Tomatlan,MX,2020-03-20 23:11:30,19.93,-105.25,87.21,35,0,6.4,['clear sky'],0.0,0.0
369,Saint Anthony,US,2020-03-20 23:11:30,45.02,-93.22,34.0,43,1,11.41,['clear sky'],0.0,0.0
370,New Smyrna Beach,US,2020-03-20 23:11:30,29.03,-80.93,86.0,65,1,17.22,['clear sky'],0.0,0.0
371,Ust-Tsilma,RU,2020-03-20 23:11:30,65.44,52.15,11.97,90,66,9.62,['broken clouds'],0.0,0.0
372,Faanui,PF,2020-03-20 23:11:30,-16.48,-151.75,83.61,71,64,7.96,['broken clouds'],0.0,0.0
373,Umm Lajj,SA,2020-03-20 23:11:31,25.02,37.27,62.01,41,0,5.21,['clear sky'],0.0,0.0
374,Clyde River,CA,2020-03-20 23:11:31,70.47,-68.59,-5.8,63,20,10.29,['few clouds'],0.0,0.0
375,Palasa,IN,2020-03-20 23:11:31,18.77,84.42,73.71,53,4,1.63,['clear sky'],0.0,0.0
376,Elko,US,2020-03-20 23:11:31,41.0,-115.5,46.99,45,20,4.7,['few clouds'],0.0,0.0
377,Oranjemund,NA,2020-03-20 23:11:31,-28.55,16.43,61.47,91,3,6.33,['clear sky'],0.0,0.0
378,Sur,OM,2020-03-20 23:11:31,22.57,59.53,77.13,61,100,6.15,['overcast clouds'],0.0,0.0
379,Fort Nelson,CA,2020-03-20 23:11:32,58.81,-122.7,46.4,26,20,3.36,['few clouds'],0.0,0.0
380,Khandyga,RU,2020-03-20 23:11:32,62.67,135.6,6.21,93,34,1.14,['scattered clouds'],0.0,0.0
381,Kolobrzeg,PL,2020-03-20 23:09:18,54.18,15.58,39.99,71,50,9.91,['scattered clouds'],0.0,0.0
382,Vila Velha,BR,2020-03-20 23:09:42,-20.33,-40.29,82.4,83,92,4.7,['moderate rain'],4.38,0.0
383,Vanavara,RU,2020-03-20 23:11:32,60.34,102.28,18.09,97,95,4.23,['light snow'],0.0,0.31
384,Malanje,AO,2020-03-20 23:11:32,-9.54,16.34,60.57,90,83,3.91,['broken clouds'],0.0,0.0
385,Oistins,BB,2020-03-20 23:09:21,13.07,-59.53,78.8,74,40,16.11,['scattered clouds'],0.0,0.0
386,Esperance,AU,2020-03-20 23:11:33,-33.87,121.9,60.8,93,90,5.82,['overcast clouds'],0.0,0.0
387,Gimli,CA,2020-03-20 23:11:33,50.63,-96.99,16.0,62,73,5.99,['broken clouds'],0.0,0.0
388,Lamesa,US,2020-03-20 23:11:33,32.74,-101.95,53.6,50,90,10.29,['overcast clouds'],0.0,0.0
389,Havelock,US,2020-03-20 23:11:33,34.88,-76.9,78.01,56,40,18.34,['scattered clouds'],0.0,0.0
390,Abu Samrah,SY,2020-03-20 23:11:33,35.3,37.18,43.83,82,100,3.24,['overcast clouds'],0.0,0.0
391,Mahibadhoo,MV,2020-03-20 23:11:34,3.78,72.97,83.25,75,95,7.02,['overcast clouds'],0.0,0.0
392,Amuntai,ID,2020-03-20 23:11:34,-2.42,115.25,75.87,94,100,0.67,['light rain'],1.25,0.0
393,Svetlyy,RU,2020-03-20 23:11:34,54.67,20.13,39.2,80,75,15.66,['broken clouds'],0.0,0.0
394,Port Pirie,AU,2020-03-20 23:11:34,-33.18,138.02,62.6,82,92,10.29,['overcast clouds'],0.0,0.0
395,Coronel,CL,2020-03-20 23:11:34,-37.02,-73.13,55.4,87,90,11.41,['overcast clouds'],0.0,0.0
396,Nurota,UZ,2020-03-20 23:11:34,40.56,65.69,51.8,87,75,11.41,['broken clouds'],0.0,0.0
397,Porto Novo,BJ,2020-03-20 23:10:03,6.5,2.6,82.4,88,20,6.93,['few clouds'],0.0,0.0
398,Naron,ES,2020-03-20 23:11:35,43.52,-8.15,55.0,100,75,1.12,['broken clouds'],0.0,0.0
399,Mount Isa,AU,2020-03-20 23:11:35,-20.73,139.5,78.8,39,0,4.7,['clear sky'],0.0,0.0
400,Aljezur,PT,2020-03-20 23:11:35,37.32,-8.8,52.0,92,19,18.99,['light rain'],0.94,0.0
401,Muscat,OM,2020-03-20 23:11:35,23.61,58.59,80.6,57,40,1.12,['scattered clouds'],0.0,0.0
402,Broken Hill,AU,2020-03-20 23:11:35,-31.95,141.43,60.8,67,41,10.29,['scattered clouds'],0.0,0.0
403,Batemans Bay,AU,2020-03-20 23:11:35,-35.72,150.18,69.01,57,92,1.99,['light rain'],0.19,0.0
404,Camacha,PT,2020-03-20 23:11:36,33.08,-16.33,59.0,51,75,18.34,['broken clouds'],0.0,0.0
405,Ixtapa,MX,2020-03-20 23:11:36,20.7,-105.2,80.6,65,5,13.87,['clear sky'],0.0,0.0
406,Shenjiamen,CN,2020-03-20 23:11:36,29.96,122.3,56.43,87,0,17.52,['clear sky'],0.0,0.0
407,Yatou,CN,2020-03-20 23:11:36,37.15,122.38,48.51,59,26,10.04,['scattered clouds'],0.0,0.0
408,Lincoln,US,2020-03-20 23:08:03,40.8,-96.67,32.0,50,1,17.22,['clear sky'],0.0,0.0
409,Coquimbo,CL,2020-03-20 23:11:36,-29.95,-71.34,60.8,82,90,9.17,['overcast clouds'],0.0,0.0
410,Paita,PE,2020-03-20 23:11:36,-5.09,-81.11,78.03,73,14,13.09,['few clouds'],0.0,0.0
411,Mehamn,NO,2020-03-20 23:11:37,71.04,27.85,24.8,53,40,23.04,['scattered clouds'],0.0,0.0
412,San Patricio,MX,2020-03-20 23:11:37,19.22,-104.7,82.4,78,5,13.87,['clear sky'],0.0,0.0
413,Taoudenni,ML,2020-03-20 23:11:37,22.68,-3.98,68.49,25,0,6.62,['clear sky'],0.0,0.0
414,Kandrian,PG,2020-03-20 23:11:37,-6.22,149.55,87.39,61,77,3.31,['broken clouds'],0.0,0.0
415,Maniitsoq,GL,2020-03-20 23:11:37,65.42,-52.9,14.49,92,100,9.93,['light snow'],0.0,1.0
416,Marsh Harbour,BS,2020-03-20 23:11:37,26.54,-77.06,73.35,78,0,14.27,['clear sky'],0.0,0.0
417,Quthing,LS,2020-03-20 23:11:38,-30.4,27.7,54.09,44,0,1.63,['clear sky'],0.0,0.0
418,Muros,ES,2020-03-20 23:11:38,42.78,-9.06,54.0,100,40,4.7,['mist'],0.0,0.0
419,Gumla,IN,2020-03-20 23:11:38,23.05,84.55,67.59,37,97,1.79,['overcast clouds'],0.0,0.0
420,Lasa,IT,2020-03-20 23:11:38,46.62,10.7,59.0,92,100,2.24,['overcast clouds'],0.0,0.0
421,Lakeside,US,2020-03-20 23:10:32,30.13,-81.77,87.01,57,40,12.75,['scattered clouds'],0.0,0.0
422,Pemangkat,ID,2020-03-20 23:11:38,1.17,108.97,75.51,91,100,3.69,['overcast clouds'],0.0,0.0
423,Ekibastuz,KZ,2020-03-20 23:11:38,51.67,75.37,27.81,67,26,13.29,['scattered clouds'],0.0,0.0
424,Aasiaat,GL,2020-03-20 23:11:38,68.71,-52.87,10.89,88,100,11.95,['overcast clouds'],0.0,0.0
425,Weifang,CN,2020-03-20 23:11:39,36.71,119.1,60.21,68,49,6.78,['scattered clouds'],0.0,0.0
426,Coahuayana,MX,2020-03-20 23:11:39,18.73,-103.68,86.0,55,20,11.41,['few clouds'],0.0,0.0
427,Lata,PT,2020-03-20 23:11:39,40.16,-8.33,53.01,93,40,2.24,['scattered clouds'],0.0,0.0
428,Vardo,NO,2020-03-20 23:11:39,70.37,31.11,12.2,85,20,16.11,['few clouds'],0.0,0.0
429,Wanning,CN,2020-03-20 23:11:39,18.8,110.4,76.05,87,100,8.95,['overcast clouds'],0.0,0.0
430,Sussex,US,2020-03-20 23:11:39,41.18,-74.67,78.8,53,40,10.29,['light rain'],0.0,0.0
431,Hailey,US,2020-03-20 23:11:39,43.52,-114.32,48.2,49,90,8.05,['overcast clouds'],0.0,0.0
432,Ust-Karsk,RU,2020-03-20 23:11:40,52.7,118.81,16.11,84,98,3.29,['overcast clouds'],0.0,0.0
433,Petropavlovsk-Kamchatskiy,RU,2020-03-20 23:11:40,53.05,158.65,37.4,100,90,8.95,['shower sleet'],0.0,0.0
434,Kalinovskaya,RU,2020-03-20 23:11:40,43.58,45.52,44.6,87,90,6.71,['light intensity shower rain'],0.0,0.0
435,Taitung,TW,2020-03-20 23:11:41,22.76,121.14,66.2,93,75,4.7,['broken clouds'],0.0,0.0
436,Longyan,CN,2020-03-20 23:11:41,25.11,117.02,69.01,99,63,1.68,['broken clouds'],0.0,0.0
437,Jalapa,MX,2020-03-20 23:11:41,19.53,-96.92,65.43,85,71,4.16,['light rain'],0.56,0.0
438,Gubkinskiy,RU,2020-03-20 23:11:41,64.43,76.5,7.83,94,91,13.6,['overcast clouds'],0.0,0.0
439,Empalme,MX,2020-03-20 23:11:41,27.97,-110.82,79.0,40,70,4.0,['broken clouds'],0.0,0.0
440,Skelleftea,SE,2020-03-20 23:11:41,64.75,20.95,28.4,58,27,13.87,['scattered clouds'],0.0,0.0
441,San Rafael,AR,2020-03-20 23:11:41,-34.62,-68.33,77.67,26,21,15.57,['few clouds'],0.0,0.0
442,Mackenzie,CA,2020-03-20 23:11:42,55.3,-123.17,42.8,30,1,9.17,['clear sky'],0.0,0.0
443,Severo-Kurilsk,RU,2020-03-20 23:11:42,50.68,156.12,31.23,99,99,21.07,['light snow'],0.0,1.44
444,Fortuna,US,2020-03-20 23:11:42,40.6,-124.16,60.01,51,1,11.41,['clear sky'],0.0,0.0
445,Lure,FR,2020-03-20 23:11:42,47.75,6.5,52.0,81,33,1.12,['scattered clouds'],0.0,0.0
446,Kavaratti,IN,2020-03-20 23:11:42,10.57,72.64,83.61,67,60,9.13,['broken clouds'],0.0,0.0
447,Mount Gambier,AU,2020-03-20 23:11:42,-37.83,140.77,57.2,76,90,4.7,['overcast clouds'],0.0,0.0
448,Salalah,OM,2020-03-20 23:11:42,17.02,54.09,78.8,83,75,6.93,['broken clouds'],0.0,0.0
449,Khasan,RU,2020-03-20 23:11:43,42.43,130.64,43.11,56,5,12.21,['clear sky'],0.0,0.0
450,Ulladulla,AU,2020-03-20 23:11:43,-35.35,150.47,66.0,88,90,8.05,['overcast clouds'],0.0,0.0
451,Nichinan,JP,2020-03-20 23:11:44,31.6,131.37,53.6,54,0,14.99,['clear sky'],0.0,0.0
452,Srednekolymsk,RU,2020-03-20 23:11:44,67.45,153.68,-0.27,79,19,11.25,['few clouds'],0.0,0.0
453,College,US,2020-03-20 23:11:44,64.86,-147.8,39.2,64,75,20.8,['broken clouds'],0.0,0.0
